t 11 1602 22 1627 0
h 22 1602 43 1631 0
i 44 1602 54 1631 0
s 58 1602 71 1622 0
f 85 1602 101 1631 0
o 99 1602 117 1622 0
s 121 1602 134 1622 0
t 135 1602 147 1627 0
e 149 1602 166 1622 0
r 166 1602 180 1622 0
i 182 1602 192 1631 0
n 194 1602 215 1622 0
g 215 1593 234 1622 0
o 247 1602 265 1622 0
f 269 1602 285 1631 0
m 292 1602 325 1622 0
a 326 1602 344 1622 0
n 344 1602 365 1622 0
c 381 1602 397 1622 0
u 398 1602 419 1621 0
b 419 1602 438 1631 0
s 442 1602 455 1622 0
T 479 1602 502 1630 0
h 503 1602 524 1631 0
e 525 1602 542 1622 0
c 554 1602 570 1622 0
u 572 1602 593 1621 0
b 593 1602 612 1631 0
i 625 1602 635 1631 0
s 639 1602 652 1622 0
m 664 1602 697 1622 0
i 698 1602 708 1631 0
n 710 1602 731 1622 0
e 732 1602 749 1622 0
d 811 1602 831 1631 0
t 842 1602 854 1627 0
o 855 1602 873 1622 0
m 886 1602 919 1622 0
y 919 1593 940 1621 0
t 951 1602 963 1627 0
e 964 1602 981 1622 0
e 983 1602 1000 1622 0
t 1001 1602 1013 1627 0
h 1013 1602 1034 1631 0
h 1045 1602 1066 1631 0
e 1067 1602 1084 1622 0
l 1138 1602 1148 1631 0
l 1150 1602 1160 1631 0
c 1173 1602 1189 1622 0
o 1192 1602 1210 1622 0
m 1212 1602 1245 1622 0
e 1246 1602 1263 1622 0
i 11 1554 21 1583 0
n 22 1554 43 1574 0
t 54 1554 66 1579 0
h 66 1554 87 1583 0
e 88 1554 105 1574 0
e 117 1554 134 1574 0
n 135 1554 156 1574 0
d 157 1554 177 1583 0
O 198 1553 226 1583 0
b 237 1554 256 1583 0
u 258 1554 279 1573 0
s 281 1554 294 1574 0
h 295 1554 316 1583 0
t 331 1554 343 1579 0
a 344 1554 362 1574 0
i 363 1554 373 1583 0
l 376 1554 386 1583 0
e 388 1554 405 1574 0
d 407 1554 427 1583 0
t 437 1554 449 1579 0
