S 71 1602 89 1631 0
o 92 1602 110 1622 0
m 112 1602 145 1622 0
e 146 1602 163 1622 0
t 164 1602 176 1627 0
n 210 1602 231 1622 0
g 232 1593 251 1622 0
i 270 1602 280 1631 0
s 283 1602 296 1622 0
c 316 1602 332 1622 0
o 335 1602 353 1622 0
m 355 1602 388 1622 0
i 389 1602 399 1631 0
n 400 1602 421 1622 0
g 422 1593 441 1622 0
u 459 1602 480 1621 0
p 480 1593 499 1622 0
h 501 1602 522 1631 0
i 523 1602 533 1631 0
l 535 1602 545 1631 0
l 548 1602 558 1631 0
s 605 1602 618 1622 0
a 621 1602 639 1622 0
i 640 1602 650 1631 0
d 652 1602 672 1631 0
M 690 1602 725 1630 0
o 728 1602 746 1622 0
t 748 1602 760 1627 0
h 760 1602 781 1631 0
e 782 1602 799 1622 0
r 800 1602 814 1622 0
W 831 1601 870 1630 0
o 868 1602 886 1622 0
l 889 1602 899 1631 0
f 902 1602 918 1631 0
t 942 1602 954 1627 0
t 996 1602 1008 1627 0
c 1010 1602 1026 1622 0
h 1028 1602 1049 1631 0
i 1050 1602 1060 1631 0
n 1061 1602 1082 1622 0
g 1083 1593 1102 1622 0
o 1121 1602 1139 1622 0
n 1141 1602 1162 1622 0
e 1163 1602 1180 1622 0
e 1198 1602 1215 1622 0
a 1217 1602 1235 1622 0
r 1235 1602 1249 1622 0
G 28 1554 57 1583 0
e 57 1554 74 1574 0
t 75 1554 87 1579 0
r 97 1554 111 1574 0
e 113 1554 130 1574 0
a 132 1554 150 1574 0
d 151 1554 171 1583 0
y 170 1545 191 1573 0
T 53 1495 76 1523 0
h 77 1495 98 1524 0
e 98 1495 115 1515 0
b 127 1495 146 1524 0
u 148 1495 169 1514 0
s 171 1495 184 1515 0
h 186 1495 207 1524 0
e 208 1495 225 1515 0
s 227 1495 240 1515 0
r 253 1495 267 1515 0
u 268 1495 289 1514 0
s 291 1495 304 1515 0
t 305 1495 317 1520 0
l 319 1495 329 1524 0
e 331 1495 348 1515 0
d 350 1495 370 1524 0
a 382 1495 400 1515 0
l 412 1495 422 1524 0
i 425 1495 435 1524 0
t 436 1495 448 1520 0
t 449 1495 461 1520 0
l 462 1495 472 1524 0
e 475 1495 492 1515 0
i 505 1495 515 1524 0
n 516 1495 537 1515 0
t 548 1495 560 1520 0
h 561 1495 582 1524 0
e 583 1495 600 1515 0
t 612 1495 624 1520 0
h 624 1495 645 1524 0
i 646 1495 656 1524 0
c 659 1495 675 1515 0
k 676 1495 697 1524 0
e 698 1495 715 1515 0
t 716 1495 728 1520 0
a 751 1495 769 1515 0
n 769 1495 790 1515 0
d 791 1495 811 1524 0
F 823 1495 844 1523 0
a 846 1495 864 1515 0
t 864 1495 876 1520 0
h 876 1495 897 1524 0
e 898 1495 915 1515 0
r 916 1495 930 1515 0
W 941 1494 980 1523 0
o 978 1495 996 1515 0
l 999 1495 1009 1524 0
f 1012 1495 1028 1524 0
d 1037 1495 1057 1524 0
r 1057 1495 1071 1515 0
o 1073 1495 1091 1515 0
p 1092 1486 1111 1515 0
p 1113 1486 1132 1515 0
e 1135 1495 1152 1515 0
d 1154 1495 1174 1524 0
t 1227 1495 1239 1520 0
h 1239 1495 1260 1524 0
h 11 1447 31 1476 0
i 32 1447 42 1476 0
s 45 1447 58 1467 0
h 83 1447 104 1476 0
a 105 1447 123 1467 0
u 122 1447 143 1466 0
n 143 1447 164 1467 0
c 165 1447 181 1467 0
h 183 1447 204 1476 0
e 205 1447 222 1467 0
s 224 1447 237 1467 0
u 262 1447 283 1466 0
n 283 1447 304 1467 0
d 305 1447 325 1476 0
e 326 1447 343 1467 0
r 343 1447 357 1467 0
h 381 1447 402 1476 0
i 403 1447 413 1476 0
m 414 1447 447 1467 0
r 481 1447 495 1467 0
e 496 1447 513 1467 0
a 515 1447 533 1467 0
d 534 1447 554 1476 0
y 554 1438 575 1466 0
f 599 1447 615 1476 0
o 613 1447 631 1467 0
r 633 1447 647 1467 0
h 670 1447 691 1476 0
i 692 1447 702 1476 0
s 706 1447 719 1467 0
l 744 1447 754 1476 0
e 757 1447 774 1467 0
a 776 1447 794 1467 0
p 793 1438 812 1467 0
T 848 1447 871 1475 0
h 872 1447 893 1476 0
e 894 1447 911 1467 0
n 912 1447 933 1467 0
i 967 1447 977 1476 0
f 981 1447 997 1476 0
y 1016 1438 1037 1466 0
o 1038 1447 1056 1467 0
u 1058 1447 1079 1466 0
h 1102 1447 1123 1476 0
a 1123 1447 1141 1467 0
d 1142 1447 1162 1476 0
b 1185 1447 1204 1476 0
e 1207 1447 1224 1467 0
e 1226 1447 1243 1467 0
n 1243 1447 1264 1467 0
w 11 1400 40 1419 0
a 40 1400 58 1420 0
t 58 1400 70 1425 0
c 71 1400 87 1420 0
h 89 1400 110 1429 0
i 111 1400 121 1429 0
n 122 1400 143 1420 0
g 144 1391 163 1420 0
y 188 1391 209 1419 0
o 210 1400 228 1420 0
u 230 1400 251 1419 0
w 264 1400 294 1419 0
o 294 1400 312 1420 0
u 314 1400 335 1419 0
l 336 1400 346 1429 0
d 348 1400 368 1429 0
h 381 1400 402 1429 0
a 403 1400 421 1420 0
v 421 1400 441 1419 0
e 443 1400 460 1420 0
s 476 1400 489 1420 0
e 492 1400 509 1420 0
e 511 1400 528 1420 0
n 528 1400 549 1420 0
t 563 1400 575 1425 0
h 575 1400 596 1429 0
e 597 1400 614 1420 0
m 628 1400 661 1420 0
o 662 1400 680 1420 0
s 684 1400 697 1420 0
t 699 1400 711 1425 0
w 725 1400 755 1419 0
o 755 1400 773 1420 0
n 775 1400 796 1420 0
d 797 1400 817 1429 0
e 818 1400 835 1420 0
r 835 1400 849 1420 0
l 886 1400 896 1429 0
t 911 1400 923 1425 0
h 924 1400 945 1429 0
i 946 1400 956 1429 0
n 957 1400 978 1420 0
g 979 1391 998 1420 0
i 1013 1400 1023 1429 0
n 1025 1400 1046 1420 0
t 1059 1400 1071 1425 0
h 1071 1400 1092 1429 0
e 1093 1400 1110 1420 0
w 1125 1400 1155 1419 0
o 1155 1400 1173 1420 0
r 1175 1400 1189 1420 0
l 1190 1400 1200 1429 0
d 1203 1400 1223 1429 0
t 11 1352 22 1377 0
h 22 1352 43 1381 0
e 44 1352 61 1372 0
w 73 1352 103 1371 0
o 103 1352 121 1372 0
l 124 1352 134 1381 0
f 138 1352 154 1381 0
c 162 1352 178 1372 0
h 180 1352 201 1381 0
e 202 1352 219 1372 0
c 220 1352 236 1372 0
k 238 1352 259 1381 0
e 260 1352 277 1372 0
d 279 1352 299 1381 0
i 311 1352 321 1381 0
n 322 1352 343 1372 0
m 354 1352 387 1372 0
i 388 1352 398 1381 0
d 401 1352 421 1381 0
s 437 1352 450 1372 0
p 452 1343 471 1372 0
r 473 1352 487 1372 0
i 488 1352 498 1381 0
n 500 1352 521 1372 0
g 522 1343 541 1372 0
H 564 1352 593 1380 0
e 593 1352 610 1372 0
m 622 1352 655 1372 0
a 656 1352 674 1372 0
d 675 1352 695 1381 0
e 696 1352 713 1372 0
h 725 1352 746 1381 0
i 747 1352 757 1381 0
s 760 1352 773 1372 0
