r 11 1602 24 1622 0
i 26 1602 36 1631 0
v 37 1602 57 1621 0
e 59 1602 76 1622 0
r 77 1602 91 1622 0
h 106 1602 127 1631 0
e 127 1602 144 1622 0
h 160 1602 181 1631 0
e 181 1602 198 1622 0
a 200 1602 218 1622 0
r 218 1602 232 1622 0
d 234 1602 254 1631 0
t 268 1602 280 1627 0
h 280 1602 301 1631 0
e 302 1602 319 1622 0
d 335 1602 355 1631 0
r 355 1602 369 1622 0
y 370 1593 391 1621 0
a 414 1602 432 1622 0
n 432 1602 453 1622 0
g 454 1593 473 1622 0
s 534 1602 547 1622 0
n 549 1602 570 1622 0
a 570 1602 588 1622 0
r 588 1602 602 1622 0
l 604 1602 614 1631 0
y 615 1593 636 1621 0
s 661 1602 674 1622 0
i 676 1602 686 1631 0
n 688 1602 709 1622 0
g 710 1593 729 1622 0
s 732 1602 745 1622 0
o 747 1602 765 1622 0
n 767 1602 788 1622 0
g 789 1593 808 1622 0
w 823 1602 853 1621 0
h 852 1602 873 1631 0
i 874 1602 884 1631 0
n 886 1602 907 1622 0
e 908 1602 925 1622 0
o 941 1602 959 1622 0
f 963 1602 979 1631 0
a 991 1602 1009 1622 0
t 1023 1602 1035 1627 0
i 1036 1602 1046 1631 0
g 1049 1593 1068 1622 0
e 1070 1602 1087 1622 0
r 1087 1602 1101 1622 0
w 1116 1602 1146 1621 0
h 1145 1602 1166 1631 0
o 1167 1602 1185 1622 0
h 1202 1602 1223 1631 0
a 1223 1602 1241 1622 0
s 1243 1602 1256 1622 0
c 11 1554 27 1574 0
a 30 1554 48 1574 0
u 47 1554 68 1573 0
g 69 1545 88 1574 0
h 89 1554 110 1583 0
t 110 1554 122 1579 0
n 133 1554 154 1574 0
o 155 1554 173 1574 0
t 175 1554 187 1579 0
h 187 1554 208 1583 0
i 209 1554 219 1583 0
n 220 1554 241 1574 0
g 242 1545 261 1574 0
a 273 1554 291 1574 0
n 291 1554 312 1574 0
d 313 1554 333 1583 0
d 344 1554 364 1583 0
o 365 1554 383 1574 0
e 386 1554 403 1574 0
s 406 1554 419 1574 0
n 431 1554 452 1574 0
o 453 1554 471 1574 0
t 472 1554 484 1579 0
c 496 1554 512 1574 0
a 515 1554 533 1574 0
r 533 1554 547 1574 0
e 548 1554 565 1574 0
i 578 1554 588 1583 0
f 591 1554 607 1583 0
a 615 1554 633 1574 0
l 634 1554 644 1583 0
l 646 1554 656 1583 0
t 668 1554 680 1579 0
h 681 1554 702 1583 0
e 703 1554 720 1574 0
j 728 1545 739 1583 0
u 743 1554 764 1573 0
n 764 1554 785 1574 0
g 786 1545 805 1574 0
l 807 1554 817 1583 0
e 819 1554 836 1574 0
k 847 1554 868 1583 0
n 869 1554 890 1575 0
o 890 1554 908 1574 0
w 910 1554 940 1573 0
s 941 1554 954 1574 0
i 967 1554 977 1583 0
t 979 1554 991 1579 0
T 69 1495 92 1523 0
h 93 1495 114 1524 0
e 115 1495 132 1515 0
f 146 1495 162 1524 0
o 160 1495 178 1515 0
o 181 1495 199 1515 0
l 202 1495 212 1524 0
s 258 1495 271 1515 0
a 274 1495 292 1515 0
i 292 1495 302 1524 0
d 305 1495 325 1524 0
F 337 1495 358 1523 0
a 360 1495 378 1515 0
t 378 1495 390 1520 0
h 391 1495 412 1524 0
e 412 1495 429 1515 0
r 430 1495 444 1515 0
W 456 1494 495 1523 0
o 493 1495 511 1515 0
l 514 1495 524 1524 0
f 527 1495 543 1524 0
T 579 1495 602 1523 0
o 602 1495 620 1515 0
b 634 1495 653 1524 0
e 656 1495 673 1515 0
g 674 1486 693 1515 0
i 695 1495 705 1524 0
n 707 1495 728 1515 0
i 740 1495 758 1515 0
g 804 1486 823 1515 0
h 824 1495 845 1524 0
t 845 1495 857 1520 0
s 867 1495 880 1515 0
w 894 1495 924 1514 0
o 924 1495 942 1515 0
r 944 1495 958 1515 0
k 958 1495 979 1524 0
t 1032 1495 1044 1520 0
h 1045 1495 1066 1524 0
t 1077 1495 1089 1520 0
h 1090 1495 1111 1524 0
a 1112 1495 1130 1515 0
t 1130 1495 1142 1520 0
n 1154 1495 1175 1515 0
o 1176 1495 1194 1515 0
i 1196 1495 1206 1524 0
s 1210 1495 1223 1515 0
e 1226 1495 1243 1515 0
D 11 1447 39 1475 0
o 40 1447 58 1467 0
e 61 1447 78 1467 0
s 81 1447 94 1467 0
h 106 1447 127 1476 0
e 128 1447 145 1467 0
t 156 1447 168 1472 0
h 168 1447 189 1476 0
i 190 1447 200 1476 0
t 254 1447 266 1472 0
h 266 1447 287 1476 0
a 288 1447 306 1467 0
t 306 1447 318 1472 0
o 330 1447 348 1467 0
b 395 1447 414 1476 0
u 416 1447 437 1466 0
c 438 1447 454 1467 0
k 456 1447 477 1476 0
a 488 1447 506 1467 0
r 506 1447 520 1467 0
e 521 1447 538 1467 0
l 551 1447 561 1476 0
i 563 1447 573 1476 0
k 575 1447 596 1476 0
e 596 1447 613 1467 0
s 660 1447 673 1467 0
f 687 1447 703 1476 0
a 701 1447 719 1467 0
t 718 1447 730 1472 0
W 741 1446 780 1475 0
a 782 1447 800 1467 0
i 801 1447 811 1476 0
n 812 1447 833 1467 0
g 834 1438 853 1467 0
u 854 1447 875 1466 0
n 875 1447 896 1467 0
g 896 1438 915 1467 0
a 917 1447 935 1467 0
b 945 1447 964 1476 0
u 966 1447 987 1466 0
l 988 1447 998 1476 0
l 1001 1447 1011 1476 0
o 1013 1447 1031 1467 0
c 1034 1447 1050 1467 0
k 1052 1447 1073 1476 0
s 1074 1447 1087 1467 0
s 108 1389 121 1409 0
h 122 1389 143 1418 0
I 171 1389 183 1417 0
t 185 1389 197 1414 0
i 215 1389 225 1418 0
s 229 1389 242 1409 0
n 260 1389 281 1409 0
e 282 1389 299 1409 0
i 301 1389 311 1418 0
t 312 1389 324 1414 0
h 325 1389 346 1418 0
e 346 1389 363 1409 0
r 364 1389 378 1409 0
b 395 1389 414 1418 0
u 416 1389 437 1408 0
l 438 1389 448 1418 0
